Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 53.3 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
523705 (2014 HE200)                	| RA, DEC 15 57 53.33 -18 57 37.2	| EL, AZ: 85.5  320.3	| Mag: 21.9 	| moon_dis: 50.2 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 49.76 -24 33 45.2	| EL, AZ: 85.3  242.3	| Mag: 20.1 	| moon_dis: 50.0 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.49 -20 08 46.8	| EL, AZ: 84.8  295.6	| Mag: 23.1 	| moon_dis: 51.5 
559182 (2015 BZ518)                	| RA, DEC 15 47 36.16 -23 04 28.8	| EL, AZ: 84.8  262.1	| Mag: 21.6 	| moon_dis: 51.3 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.28 -27 43 40.3	| EL, AZ: 84.7  172.6	| Mag: 21.3 	| moon_dis: 44.7 
(2013 JQ64)                        	| RA, DEC 16 31 38.30 -19 44 24.4	| EL, AZ: 84.3  62.4 	| Mag: 24.4 	| moon_dis: 42.3 
763666 (2012 HX87)                 	| RA, DEC 15 40 44.69 -27 01 38.7	| EL, AZ: 81.9  233.9	| Mag: 22.6 	| moon_dis: 51.9 
(2006 HW122)                       	| RA, DEC 16 51 08.33 -23 12 26.0	| EL, AZ: 80.5  96.3 	| Mag: 23.3 	| moon_dis: 37.1 
469505 (2003 FE128)                	| RA, DEC 16 53 31.79 -19 07 03.3	| EL, AZ: 79.3  73.6 	| Mag: 22.1 	| moon_dis: 37.6 
545293 (2011 FX62)                 	| RA, DEC 15 54 21.68 -34 19 27.0	| EL, AZ: 77.7  195.2	| Mag: 22.0 	| moon_dis: 47.9 
556004 (2014 HA200)                	| RA, DEC 15 49 22.62 -10 10 46.0	| EL, AZ: 76.8  337.1	| Mag: 21.3 	| moon_dis: 55.3 
470308 (2007 JH43)                 	| RA, DEC 17 16 41.46 -27 51 30.9	| EL, AZ: 74.0  113.0	| Mag: 21.0 	| moon_dis: 30.7 
471172 (2010 JC80)                 	| RA, DEC 17 35 28.17 -24 59 53.3	| EL, AZ: 70.3  101.5	| Mag: 21.3 	| moon_dis: 26.8 
469506 (2003 FF128)                	| RA, DEC 17 36 51.68 -23 02 18.2	| EL, AZ: 70.0  95.7 	| Mag: 22.0 	| moon_dis: 26.8 
(2015 KK178)                       	| RA, DEC 17 29 12.44 -14 41 39.9	| EL, AZ: 69.7  70.8 	| Mag: 22.3 	| moon_dis: 31.2 
278361 (2007 JJ43)                 	| RA, DEC 17 40 15.43 -25 08 39.4	| EL, AZ: 69.2  101.8	| Mag: 20.7 	| moon_dis: 25.7 
(2013 SV99)                        	| RA, DEC 16 49 47.59 -03 39 34.1	| EL, AZ: 68.9  28.4 	| Mag: 25.7 	| moon_dis: 45.1 
120216 (2004 EW95)                 	| RA, DEC 16 24 01.90 -43 42 43.2	| EL, AZ: 68.6  172.9	| Mag: 21.1 	| moon_dis: 42.4 
674118 (2015 KH162)                	| RA, DEC 16 17 35.23 -00 54 59.5	| EL, AZ: 68.4  5.0  	| Mag: 22.1 	| moon_dis: 53.4 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 25.85 +00 22 52.7	| EL, AZ: 67.1  2.7  	| Mag: 23.2 	| moon_dis: 54.7 
40314 (1999 KR16)                  	| RA, DEC 17 03 12.89 -03 26 33.0	| EL, AZ: 67.0  35.9 	| Mag: 21.1 	| moon_dis: 42.4 
(2010 FX86)                        	| RA, DEC 15 11 07.62 -43 33 54.7	| EL, AZ: 65.6  206.4	| Mag: 21.3 	| moon_dis: 55.6 
(2014 GE54)                        	| RA, DEC 15 20 14.16 -00 25 19.4	| EL, AZ: 64.8  329.4	| Mag: 22.8 	| moon_dis: 66.1 
(2010 EL139)                       	| RA, DEC 14 33 33.07 -39 20 04.2	| EL, AZ: 63.5  224.9	| Mag: 21.3 	| moon_dis: 63.1 
(2016 VF1)                         	| RA, DEC 15 21 13.42 +01 25 27.6	| EL, AZ: 63.3  331.8	| Mag: 23.3 	| moon_dis: 66.7 
319 Leona (A891 TA)                	| RA, DEC 14 36 31.47 -08 02 12.9	| EL, AZ: 63.3  298.9	| Mag: 16.1 	| moon_dis: 72.5 
119951 (2002 KX14)                 	| RA, DEC 18 06 40.65 -23 32 50.0	| EL, AZ: 63.2  97.9 	| Mag: 20.8 	| moon_dis: 20.0 
120132 (2003 FY128)                	| RA, DEC 14 13 06.40 -24 08 51.5	| EL, AZ: 63.1  260.5	| Mag: 21.0 	| moon_dis: 71.6 
525462 (2005 EO304)                	| RA, DEC 14 27 09.95 -11 29 44.7	| EL, AZ: 63.1  289.7	| Mag: 22.5 	| moon_dis: 73.3 
(2014 FC69)                        	| RA, DEC 14 14 10.35 -30 14 18.6	| EL, AZ: 63.0  247.0	| Mag: 24.1 	| moon_dis: 69.4 
(2007 JF45)                        	| RA, DEC 17 55 46.03 -12 19 14.3	| EL, AZ: 62.9  72.4 	| Mag: 22.2 	| moon_dis: 26.7 
495613 (2015 FG345)                	| RA, DEC 14 51 00.21 -02 48 56.9	| EL, AZ: 62.6  312.8	| Mag: 21.4 	| moon_dis: 71.5 
661238 (2004 DA62)                 	| RA, DEC 15 22 52.67 -48 40 38.9	| EL, AZ: 62.2  196.7	| Mag: 19.7 	| moon_dis: 53.4 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 53.81 -48 26 59.2	| EL, AZ: 62.1  198.1	| Mag: 19.5 	| moon_dis: 54.1 
(2005 LB54)                        	| RA, DEC 18 12 20.96 -23 10 06.8	| EL, AZ: 61.9  97.3 	| Mag: 22.1 	| moon_dis: 18.8 
38628 Huya (2000 EB173)            	| RA, DEC 17 54 30.80 -07 52 42.1	| EL, AZ: 61.0  63.8 	| Mag: 19.7 	| moon_dis: 29.6 
(2009 JE19)                        	| RA, DEC 15 25 21.37 +04 45 11.9	| EL, AZ: 60.7  336.6	| Mag: 21.4 	| moon_dis: 67.5 
(2013 PQ37)                        	| RA, DEC 16 28 45.10 +07 01 50.7	| EL, AZ: 60.2  9.2  	| Mag: 23.7 	| moon_dis: 55.6 
471149 (2010 FB49)                 	| RA, DEC 14 35 20.63 -00 45 36.7	| EL, AZ: 58.4  309.9	| Mag: 21.5 	| moon_dis: 75.9 
(2001 KA77)                        	| RA, DEC 18 24 07.30 -16 17 40.4	| EL, AZ: 57.9  84.8 	| Mag: 22.2 	| moon_dis: 18.8 
574372 (2010 JO179)                	| RA, DEC 17 09 05.85 +08 22 15.0	| EL, AZ: 55.9  26.6 	| Mag: 21.8 	| moon_dis: 48.9 
174567 Varda (2003 MW12)           	| RA, DEC 18 02 24.67 -01 49 57.9	| EL, AZ: 55.8  56.7 	| Mag: 20.2 	| moon_dis: 32.4 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 37.73 -32 06 57.8	| EL, AZ: 55.4  114.3	| Mag: 19.4 	| moon_dis: 13.5 
(2014 TK34)                        	| RA, DEC 14 17 15.63 +00 52 12.0	| EL, AZ: 54.0  306.5	| Mag: 26.9 	| moon_dis: 80.7 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 38.74 -14 53 04.1	| EL, AZ: 51.3  85.7 	| Mag: 18.9 	| moon_dis: 14.8 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 47.40 -14 30 14.2	| EL, AZ: 51.0  85.3 	| Mag: 22.1 	| moon_dis: 14.9 
690420 (2014 FC72)                 	| RA, DEC 14 13 54.49 +04 35 45.3	| EL, AZ: 50.8  309.9	| Mag: 21.9 	| moon_dis: 83.1 
523713 (2014 JX80)                 	| RA, DEC 18 08 24.02 +04 46 29.4	| EL, AZ: 50.3  50.2 	| Mag: 22.0 	| moon_dis: 36.8 
1437 Diomedes (1937 PB)            	| RA, DEC 13 13 28.59 -33 41 34.5	| EL, AZ: 49.8  243.7	| Mag: 15.4 	| moon_dis: 80.1 
136108 Haumea (2003 EL61)          	| RA, DEC 14 42 36.85 +14 31 15.1	| EL, AZ: 47.3  327.8	| Mag: 17.2 	| moon_dis: 81.5 
469442 (2002 GG166)                	| RA, DEC 19 19 03.47 -29 34 16.8	| EL, AZ: 47.2  109.7	| Mag: 20.2 	| moon_dis: 5.3  
3548 Eurybates (1973 SO)           	| RA, DEC 13 26 58.49 -05 08 57.8	| EL, AZ: 47.0  287.4	| Mag: 16.9 	| moon_dis: 89.4 
15094 Polymele (1999 WB2)          	| RA, DEC 13 34 01.12 -01 37 39.3	| EL, AZ: 46.8  293.1	| Mag: 19.0 	| moon_dis: 89.4 
26375 (1999 DE9)                   	| RA, DEC 13 02 54.54 -13 47 24.6	| EL, AZ: 44.9  272.6	| Mag: 21.1 	| moon_dis: 91.0 
1583 Antilochus (1950 SA)          	| RA, DEC 12 54 20.59 -20 26 51.8	| EL, AZ: 44.6  262.8	| Mag: 15.7 	| moon_dis: 89.8 
471325 Taowu (2011 KT19)           	| RA, DEC 15 44 08.56 +23 10 57.9	| EL, AZ: 43.9  351.6	| Mag: 22.4 	| moon_dis: 74.0 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 19.93 -05 01 58.0	| EL, AZ: 41.1  76.3 	| Mag: 20.4 	| moon_dis: 20.8 
667474 (2011 JX31)                 	| RA, DEC 19 40 46.79 -19 54 43.9	| EL, AZ: 41.1  97.2 	| Mag: 24.1 	| moon_dis: 5.8  
588 Achilles (A906 DN)             	| RA, DEC 12 36 12.47 -15 47 08.6	| EL, AZ: 39.3  267.5	| Mag: 15.3 	| moon_dis: 95.8 
58534 Logos (1997 CQ29)            	| RA, DEC 12 54 38.20 -03 01 28.1	| EL, AZ: 38.9  284.9	| Mag: 23.3 	| moon_dis: 97.6 
4501 Eurypylos (1989 CJ3)          	| RA, DEC 12 35 24.08 -12 18 30.7	| EL, AZ: 38.1  271.6	| Mag: 17.6 	| moon_dis: 97.6 
11351 Leucus (1997 TS25)           	| RA, DEC 12 24 40.77 -15 38 45.1	| EL, AZ: 36.6  266.6	| Mag: 18.2 	| moon_dis: 98.3 
32532 Thereus (2001 PT13)          	| RA, DEC 12 31 19.15 -09 18 09.8	| EL, AZ: 36.1  274.7	| Mag: 19.4 	| moon_dis: 99.9 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 33 16.86 -07 42 16.9	| EL, AZ: 36.0  276.8	| Mag: 15.7 	| moon_dis: 100.2
95626 (2002 GZ32)                  	| RA, DEC 20 08 10.22 -22 37 28.6	| EL, AZ: 35.4  102.4	| Mag: 20.2 	| moon_dis: 8.3  
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-10 04:00 -- UTC: 2026-04-10 07:00
(2006 HW122)                       	| RA, DEC 16 51 08.23 -23 12 25.9	| EL, AZ: 85.6  259.8	| Mag: 23.3 	| moon_dis: 37.4 
469505 (2003 FE128)                	| RA, DEC 16 53 31.68 -19 07 03.0	| EL, AZ: 84.8  310.1	| Mag: 22.1 	| moon_dis: 37.9 
470308 (2007 JH43)                 	| RA, DEC 17 16 41.37 -27 51 31.2	| EL, AZ: 84.4  164.8	| Mag: 21.0 	| moon_dis: 31.1 
469506 (2003 FF128)                	| RA, DEC 17 36 51.61 -23 02 18.1	| EL, AZ: 83.8  96.1 	| Mag: 22.0 	| moon_dis: 27.2 
471172 (2010 JC80)                 	| RA, DEC 17 35 28.10 -24 59 53.5	| EL, AZ: 83.7  114.4	| Mag: 21.3 	| moon_dis: 27.2 
278361 (2007 JJ43)                 	| RA, DEC 17 40 15.37 -25 08 39.4	| EL, AZ: 82.6  112.4	| Mag: 20.7 	| moon_dis: 26.1 
(2015 KK178)                       	| RA, DEC 17 29 12.36 -14 41 39.0	| EL, AZ: 81.0  30.6 	| Mag: 22.3 	| moon_dis: 31.5 
(2013 JQ64)                        	| RA, DEC 16 31 38.20 -19 44 24.3	| EL, AZ: 80.6  285.1	| Mag: 24.4 	| moon_dis: 42.7 
119951 (2002 KX14)                 	| RA, DEC 18 06 40.61 -23 32 50.1	| EL, AZ: 77.0  97.2 	| Mag: 20.8 	| moon_dis: 20.3 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.16 -27 43 40.3	| EL, AZ: 76.1  244.9	| Mag: 21.3 	| moon_dis: 45.0 
(2005 LB54)                        	| RA, DEC 18 12 20.93 -23 10 06.8	| EL, AZ: 75.7  95.5 	| Mag: 22.1 	| moon_dis: 19.1 
(2007 JF45)                        	| RA, DEC 17 55 45.98 -12 19 13.6	| EL, AZ: 75.1  48.6 	| Mag: 22.2 	| moon_dis: 27.0 
523705 (2014 HE200)                	| RA, DEC 15 57 53.17 -18 57 36.6	| EL, AZ: 72.7  278.4	| Mag: 21.9 	| moon_dis: 50.5 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 49.60 -24 33 44.7	| EL, AZ: 71.9  259.4	| Mag: 20.1 	| moon_dis: 50.3 
38628 Huya (2000 EB173)            	| RA, DEC 17 54 30.75 -07 52 40.9	| EL, AZ: 71.9  37.7 	| Mag: 19.7 	| moon_dis: 29.9 
(2001 KA77)                        	| RA, DEC 18 24 07.28 -16 17 40.0	| EL, AZ: 71.5  73.5 	| Mag: 22.2 	| moon_dis: 19.1 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.34 -20 08 46.4	| EL, AZ: 71.2  273.3	| Mag: 23.1 	| moon_dis: 51.9 
559182 (2015 BZ518)                	| RA, DEC 15 47 36.02 -23 04 28.6	| EL, AZ: 71.0  264.1	| Mag: 21.6 	| moon_dis: 51.7 
40314 (1999 KR16)                  	| RA, DEC 17 03 12.79 -03 26 31.4	| EL, AZ: 70.9  354.5	| Mag: 21.1 	| moon_dis: 42.7 
(2013 SV99)                        	| RA, DEC 16 49 47.25 -03 39 28.5	| EL, AZ: 70.5  344.4	| Mag: 25.7 	| moon_dis: 45.4 
545293 (2011 FX62)                 	| RA, DEC 15 54 21.46 -34 19 27.1	| EL, AZ: 69.6  230.2	| Mag: 22.0 	| moon_dis: 48.2 
763666 (2012 HX87)                 	| RA, DEC 15 40 44.53 -27 01 38.3	| EL, AZ: 69.2  252.7	| Mag: 22.6 	| moon_dis: 52.2 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 37.73 -32 06 58.6	| EL, AZ: 67.8  120.4	| Mag: 19.4 	| moon_dis: 13.8 
556004 (2014 HA200)                	| RA, DEC 15 49 22.49 -10 10 45.2	| EL, AZ: 67.1  299.1	| Mag: 21.3 	| moon_dis: 55.6 
120216 (2004 EW95)                 	| RA, DEC 16 24 01.66 -43 42 44.8	| EL, AZ: 66.7  201.3	| Mag: 21.1 	| moon_dis: 42.7 
174567 Varda (2003 MW12)           	| RA, DEC 18 02 24.64 -01 49 56.7	| EL, AZ: 65.8  33.2 	| Mag: 20.2 	| moon_dis: 32.6 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 38.75 -14 53 03.6	| EL, AZ: 65.1  76.5 	| Mag: 18.9 	| moon_dis: 15.0 
674118 (2015 KH162)                	| RA, DEC 16 17 35.14 -00 54 58.5	| EL, AZ: 64.9  327.4	| Mag: 22.1 	| moon_dis: 53.7 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 47.39 -14 30 13.7	| EL, AZ: 64.7  75.9 	| Mag: 22.1 	| moon_dis: 15.1 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 25.73 +00 22 54.0	| EL, AZ: 63.4  327.3	| Mag: 23.2 	| moon_dis: 55.0 
469442 (2002 GG166)                	| RA, DEC 19 19 03.71 -29 34 17.8	| EL, AZ: 60.3  110.4	| Mag: 20.2 	| moon_dis: 5.5  
523713 (2014 JX80)                 	| RA, DEC 18 08 23.99 +04 46 31.3	| EL, AZ: 59.2  29.2 	| Mag: 22.0 	| moon_dis: 36.9 
574372 (2010 JO179)                	| RA, DEC 17 09 05.79 +08 22 16.1	| EL, AZ: 59.1  359.3	| Mag: 21.8 	| moon_dis: 49.2 
(2013 PQ37)                        	| RA, DEC 16 28 44.60 +07 02 05.0	| EL, AZ: 58.8  339.7	| Mag: 23.7 	| moon_dis: 55.9 
(2010 FX86)                        	| RA, DEC 15 11 07.41 -43 33 54.9	| EL, AZ: 57.7  222.1	| Mag: 21.3 	| moon_dis: 55.9 
661238 (2004 DA62)                 	| RA, DEC 15 22 50.52 -48 40 59.5	| EL, AZ: 56.3  212.3	| Mag: 19.7 	| moon_dis: 53.7 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 53.54 -48 27 00.0	| EL, AZ: 55.9  213.4	| Mag: 19.5 	| moon_dis: 54.4 
(2014 GE54)                        	| RA, DEC 15 20 14.00 -00 25 18.1	| EL, AZ: 55.3  305.6	| Mag: 22.8 	| moon_dis: 66.4 
667474 (2011 JX31)                 	| RA, DEC 19 40 46.84 -19 54 43.7	| EL, AZ: 54.9  92.8 	| Mag: 24.1 	| moon_dis: 5.7  
(2016 VF1)                         	| RA, DEC 15 21 12.76 +01 25 31.7	| EL, AZ: 54.3  308.3	| Mag: 23.3 	| moon_dis: 67.0 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 19.96 -05 01 57.0	| EL, AZ: 54.3  65.5 	| Mag: 20.4 	| moon_dis: 20.8 
(2010 EL139)                       	| RA, DEC 14 33 32.82 -39 20 04.0	| EL, AZ: 52.8  233.7	| Mag: 21.3 	| moon_dis: 63.5 
(2009 JE19)                        	| RA, DEC 15 25 21.16 +04 45 13.9	| EL, AZ: 52.6  313.4	| Mag: 21.4 	| moon_dis: 67.8 
495613 (2015 FG345)                	| RA, DEC 14 51 00.01 -02 48 56.0	| EL, AZ: 50.9  295.1	| Mag: 21.4 	| moon_dis: 71.8 
319 Leona (A891 TA)                	| RA, DEC 14 36 30.05 -08 02 00.8	| EL, AZ: 50.4  285.1	| Mag: 16.1 	| moon_dis: 72.9 
(2014 FC69)                        	| RA, DEC 14 14 10.24 -30 14 18.2	| EL, AZ: 50.1  249.1	| Mag: 24.1 	| moon_dis: 69.7 
525462 (2005 EO304)                	| RA, DEC 14 27 09.77 -11 29 43.8	| EL, AZ: 49.7  278.7	| Mag: 22.5 	| moon_dis: 73.6 
120132 (2003 FY128)                	| RA, DEC 14 13 06.20 -24 08 50.8	| EL, AZ: 49.5  258.5	| Mag: 21.0 	| moon_dis: 72.0 
95626 (2002 GZ32)                  	| RA, DEC 20 08 10.47 -22 37 28.7	| EL, AZ: 49.1  98.9 	| Mag: 20.2 	| moon_dis: 7.9  
471149 (2010 FB49)                 	| RA, DEC 14 35 20.35 -00 45 34.4	| EL, AZ: 46.5  294.4	| Mag: 21.5 	| moon_dis: 76.2 
15810 Arawn (1994 JR1)             	| RA, DEC 20 18 48.90 -18 03 58.7	| EL, AZ: 45.7  93.1 	| Mag: 23.5 	| moon_dis: 12.4 
470309 (2007 JK43)                 	| RA, DEC 18 58 39.18 +15 35 20.7	| EL, AZ: 43.6  37.1 	| Mag: 21.8 	| moon_dis: 42.1 
(2014 TK34)                        	| RA, DEC 14 17 15.18 +00 52 14.9	| EL, AZ: 41.9  293.0	| Mag: 26.9 	| moon_dis: 81.0 
471325 Taowu (2011 KT19)           	| RA, DEC 15 44 08.27 +23 11 01.6	| EL, AZ: 39.8  333.8	| Mag: 22.4 	| moon_dis: 74.2 
690420 (2014 FC72)                 	| RA, DEC 14 13 54.35 +04 35 46.5	| EL, AZ: 39.1  296.5	| Mag: 21.9 	| moon_dis: 83.4 
55576 Amycus (2002 GB10)           	| RA, DEC 20 49 45.02 -19 44 21.8	| EL, AZ: 39.0  97.6 	| Mag: 21.7 	| moon_dis: 18.0 
136108 Haumea (2003 EL61)          	| RA, DEC 14 42 36.69 +14 31 16.3	| EL, AZ: 38.3  312.1	| Mag: 17.2 	| moon_dis: 81.8 
1437 Diomedes (1937 PB)            	| RA, DEC 13 13 27.11 -33 41 30.4	| EL, AZ: 37.3  243.8	| Mag: 15.4 	| moon_dis: 80.5 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-10 05:00 -- UTC: 2026-04-10 08:00
(2005 LB54)                        	| RA, DEC 18 12 20.89 -23 10 06.8	| EL, AZ: 89.2  143.7	| Mag: 22.1 	| moon_dis: 19.4 
119951 (2002 KX14)                 	| RA, DEC 18 06 40.57 -23 32 50.1	| EL, AZ: 88.7  219.6	| Mag: 20.8 	| moon_dis: 20.6 
(2001 KA77)                        	| RA, DEC 18 24 07.26 -16 17 39.5	| EL, AZ: 83.0  27.9 	| Mag: 22.2 	| moon_dis: 19.3 
278361 (2007 JJ43)                 	| RA, DEC 17 40 15.31 -25 08 39.3	| EL, AZ: 82.6  247.6	| Mag: 20.7 	| moon_dis: 26.4 
469506 (2003 FF128)                	| RA, DEC 17 36 51.53 -23 02 18.1	| EL, AZ: 82.3  264.5	| Mag: 22.0 	| moon_dis: 27.5 
471172 (2010 JC80)                 	| RA, DEC 17 35 28.02 -24 59 53.6	| EL, AZ: 81.7  251.0	| Mag: 21.3 	| moon_dis: 27.5 
(2007 JF45)                        	| RA, DEC 17 55 45.93 -12 19 12.9	| EL, AZ: 79.2  340.5	| Mag: 22.2 	| moon_dis: 27.2 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 37.72 -32 06 59.4	| EL, AZ: 78.3  146.4	| Mag: 19.4 	| moon_dis: 14.1 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 38.76 -14 53 03.1	| EL, AZ: 77.8  52.8 	| Mag: 18.9 	| moon_dis: 15.1 
(2015 KK178)                       	| RA, DEC 17 29 12.28 -14 41 38.2	| EL, AZ: 77.5  306.9	| Mag: 22.3 	| moon_dis: 31.8 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 47.39 -14 30 13.2	| EL, AZ: 77.3  52.3 	| Mag: 22.1 	| moon_dis: 15.2 
470308 (2007 JH43)                 	| RA, DEC 17 16 41.27 -27 51 31.6	| EL, AZ: 76.8  243.4	| Mag: 21.0 	| moon_dis: 31.4 
38628 Huya (2000 EB173)            	| RA, DEC 17 54 30.70 -07 52 39.6	| EL, AZ: 74.9  344.7	| Mag: 19.7 	| moon_dis: 30.1 
469442 (2002 GG166)                	| RA, DEC 19 19 03.95 -29 34 18.8	| EL, AZ: 73.1  118.0	| Mag: 20.2 	| moon_dis: 5.8  
(2006 HW122)                       	| RA, DEC 16 51 08.13 -23 12 25.7	| EL, AZ: 71.8  263.9	| Mag: 23.3 	| moon_dis: 37.7 
469505 (2003 FE128)                	| RA, DEC 16 53 31.57 -19 07 02.6	| EL, AZ: 71.7  277.1	| Mag: 22.1 	| moon_dis: 38.2 
174567 Varda (2003 MW12)           	| RA, DEC 18 02 24.60 -01 49 55.6	| EL, AZ: 69.2  354.2	| Mag: 20.2 	| moon_dis: 32.8 
667474 (2011 JX31)                 	| RA, DEC 19 40 46.88 -19 54 43.6	| EL, AZ: 68.8  87.0 	| Mag: 24.1 	| moon_dis: 5.6  
(2013 JQ64)                        	| RA, DEC 16 31 38.10 -19 44 24.2	| EL, AZ: 66.8  272.2	| Mag: 24.4 	| moon_dis: 43.0 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 19.98 -05 01 55.9	| EL, AZ: 65.8  46.0 	| Mag: 20.4 	| moon_dis: 20.8 
40314 (1999 KR16)                  	| RA, DEC 17 03 12.69 -03 26 29.8	| EL, AZ: 64.9  317.0	| Mag: 21.1 	| moon_dis: 43.0 
523692 (2014 EZ51)                 	| RA, DEC 16 13 03.05 -27 43 40.3	| EL, AZ: 63.0  252.7	| Mag: 21.3 	| moon_dis: 45.4 
(2013 SV99)                        	| RA, DEC 16 49 46.91 -03 39 22.8	| EL, AZ: 62.9  311.0	| Mag: 25.7 	| moon_dis: 45.7 
95626 (2002 GZ32)                  	| RA, DEC 20 08 10.72 -22 37 28.8	| EL, AZ: 62.8  95.8 	| Mag: 20.2 	| moon_dis: 7.6  
523713 (2014 JX80)                 	| RA, DEC 18 08 23.96 +04 46 33.2	| EL, AZ: 62.7  358.8	| Mag: 22.0 	| moon_dis: 37.1 
15810 Arawn (1994 JR1)             	| RA, DEC 20 18 49.01 -18 03 58.2	| EL, AZ: 59.6  87.3 	| Mag: 23.5 	| moon_dis: 12.1 
120216 (2004 EW95)                 	| RA, DEC 16 24 01.43 -43 42 46.4	| EL, AZ: 59.5  219.5	| Mag: 21.1 	| moon_dis: 43.0 
523705 (2014 HE200)                	| RA, DEC 15 57 53.01 -18 57 35.9	| EL, AZ: 58.9  270.2	| Mag: 21.9 	| moon_dis: 50.8 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 51 49.44 -24 33 44.2	| EL, AZ: 58.3  259.2	| Mag: 20.1 	| moon_dis: 50.7 
545293 (2011 FX62)                 	| RA, DEC 15 54 21.23 -34 19 27.1	| EL, AZ: 58.1  240.6	| Mag: 22.0 	| moon_dis: 48.5 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 50 12.19 -20 08 45.9	| EL, AZ: 57.4  267.3	| Mag: 23.1 	| moon_dis: 52.2 
559182 (2015 BZ518)                	| RA, DEC 15 47 35.88 -23 04 28.4	| EL, AZ: 57.2  261.8	| Mag: 21.6 	| moon_dis: 52.0 
763666 (2012 HX87)                 	| RA, DEC 15 40 44.36 -27 01 38.0	| EL, AZ: 55.9  254.5	| Mag: 22.6 	| moon_dis: 52.5 
574372 (2010 JO179)                	| RA, DEC 17 09 05.72 +08 22 17.2	| EL, AZ: 55.6  332.3	| Mag: 21.8 	| moon_dis: 49.4 
674118 (2015 KH162)                	| RA, DEC 16 17 35.05 -00 54 57.6	| EL, AZ: 55.1  304.2	| Mag: 22.1 	| moon_dis: 53.9 
556004 (2014 HA200)                	| RA, DEC 15 49 22.35 -10 10 44.3	| EL, AZ: 54.1  284.2	| Mag: 21.3 	| moon_dis: 55.9 
65489 Ceto (2003 FX128)            	| RA, DEC 16 14 25.61 +00 22 55.2	| EL, AZ: 53.7  305.0	| Mag: 23.2 	| moon_dis: 55.3 
55576 Amycus (2002 GB10)           	| RA, DEC 20 49 45.22 -19 44 20.9	| EL, AZ: 52.8  93.2 	| Mag: 21.7 	| moon_dis: 17.7 
(2013 PQ37)                        	| RA, DEC 16 28 44.10 +07 02 19.4	| EL, AZ: 51.4  316.9	| Mag: 23.7 	| moon_dis: 56.1 
470309 (2007 JK43)                 	| RA, DEC 18 58 39.21 +15 35 24.8	| EL, AZ: 50.1  18.1 	| Mag: 21.8 	| moon_dis: 42.1 
661238 (2004 DA62)                 	| RA, DEC 15 22 48.38 -48 41 20.0	| EL, AZ: 47.9  220.9	| Mag: 19.7 	| moon_dis: 54.0 
(2010 FX86)                        	| RA, DEC 15 11 07.21 -43 33 55.0	| EL, AZ: 47.6  229.1	| Mag: 21.3 	| moon_dis: 56.2 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 18 53.26 -48 27 00.7	| EL, AZ: 47.4  221.6	| Mag: 19.5 	| moon_dis: 54.6 
678191 (2017 OF69)                 	| RA, DEC 20 51 42.36 -03 35 01.1	| EL, AZ: 46.6  69.9 	| Mag: 20.8 	| moon_dis: 28.2 
(2014 GE54)                        	| RA, DEC 15 20 13.84 -00 25 16.9	| EL, AZ: 43.1  292.0	| Mag: 22.8 	| moon_dis: 66.7 
(2016 VF1)                         	| RA, DEC 15 21 12.10 +01 25 35.8	| EL, AZ: 42.3  294.3	| Mag: 23.3 	| moon_dis: 67.3 
(2010 EL139)                       	| RA, DEC 14 33 32.57 -39 20 03.9	| EL, AZ: 41.4  236.5	| Mag: 21.3 	| moon_dis: 63.7 
